Year,Wellbeing measure,Wellbeing measure category,Demographic,Demographic category,Type,Estimate(percent),Absolute sampling error (percentage points),Flag
2016,Overall life satisfaction,Mean rating,Region,Bay of Plenty,Means(average score from a scale 0 to 10 not a percentage), 7.9, 0.1,
2016,Overall life satisfaction,Mean rating,Region,Gisborne/Hawke's Bay,Means(average score from a scale 0 to 10 not a percentage), 7.9, 0.2,
2016,Overall life satisfaction,Mean rating,Region,Taranaki,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.3,
2016,Overall life satisfaction,Mean rating,Region,Manawatū-Whanganui,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.2,
2016,Overall life satisfaction,Mean rating,Region,Wellington,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2016,Overall life satisfaction,Mean rating,Region,Nelson/Tasman/Marlborough/West Coast,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.3,
2016,Overall life satisfaction,Mean rating,Region,Canterbury,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.1,
2016,Overall life satisfaction,Mean rating,Region,Otago,Means(average score from a scale 0 to 10 not a percentage), 8.2, 0.2,
2016,Overall life satisfaction,Mean rating,Region,Southland,Means(average score from a scale 0 to 10 not a percentage), 7.4, 0.4,
2018,Overall life satisfaction,Mean rating,Total population,Total population,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.0,
2018,Overall life satisfaction,Mean rating,Life stage (years),15-24 years,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Life stage (years),25-44 years,Means(average score from a scale 0 to 10 not a percentage), 7.6, 0.1,
2018,Overall life satisfaction,Mean rating,Life stage (years),45-64 years,Means(average score from a scale 0 to 10 not a percentage), 7.6, 0.1,
2018,Overall life satisfaction,Mean rating,Life stage (years),65 years and over,Means(average score from a scale 0 to 10 not a percentage), 8.0, 0.1,
2018,Overall life satisfaction,Mean rating,Age group (years),15-24 years,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Age group (years),25-34 years,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Age group (years),35-44 years,Means(average score from a scale 0 to 10 not a percentage), 7.6, 0.1,
2018,Overall life satisfaction,Mean rating,Age group (years),45-54 years,Means(average score from a scale 0 to 10 not a percentage), 7.6, 0.1,
2018,Overall life satisfaction,Mean rating,Age group (years),55-64 years,Means(average score from a scale 0 to 10 not a percentage), 7.6, 0.1,
2018,Overall life satisfaction,Mean rating,Age group (years),65-74 years,Means(average score from a scale 0 to 10 not a percentage), 7.9, 0.1,
2018,Overall life satisfaction,Mean rating,Age group (years),75 years and over,Means(average score from a scale 0 to 10 not a percentage), 8.2, 0.2,
2018,Overall life satisfaction,Mean rating,Sex,Male,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Sex,Female,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Labour force status,Employed,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.1,
2018,Overall life satisfaction,Mean rating,Labour force status,Unemployed,Means(average score from a scale 0 to 10 not a percentage), 7.1, 0.2,
2018,Overall life satisfaction,Mean rating,Labour force status,Not in the labour force,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Highest qualification,No qualification,Means(average score from a scale 0 to 10 not a percentage), 7.6, 0.1,
2018,Overall life satisfaction,Mean rating,Highest qualification,Level 1-4 certificate,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Highest qualification,Level 5-6 diploma,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Highest qualification,Level 7 and above,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.1,
2018,Overall life satisfaction,Mean rating,Household income,"$30,000 or less",Means(average score from a scale 0 to 10 not a percentage), 7.3, 0.1,
2018,Overall life satisfaction,Mean rating,Household income,"$30,001-$70,000",Means(average score from a scale 0 to 10 not a percentage), 7.6, 0.1,
2018,Overall life satisfaction,Mean rating,Household income,"$70,001-$100,000",Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Household income,"$100,001-$150,000",Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Household income,"$150,001 or more",Means(average score from a scale 0 to 10 not a percentage), 8.0, 0.1,
2018,Overall life satisfaction,Mean rating,Personal income,"$30,000 or less",Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Personal income,"$30,001-$70,000",Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Personal income,"$70,001 or more",Means(average score from a scale 0 to 10 not a percentage), 7.9, 0.1,
2018,Overall life satisfaction,Mean rating,Housing tenure,Owner-occupied,Means(average score from a scale 0 to 10 not a percentage), 7.9, 0.1,
2018,Overall life satisfaction,Mean rating,Housing tenure,Not owner-occupied,Means(average score from a scale 0 to 10 not a percentage), 7.4, 0.1,
2018,Overall life satisfaction,Mean rating,Family type,Couple without child(ren),Means(average score from a scale 0 to 10 not a percentage), 8.0, 0.1,
2018,Overall life satisfaction,Mean rating,Family type,Couple with child(ren),Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.1,
2018,Overall life satisfaction,Mean rating,Family type,One parent with child(ren),Means(average score from a scale 0 to 10 not a percentage), 7.1, 0.1,
2018,Overall life satisfaction,Mean rating,Family type,Not in a family nucleus,Means(average score from a scale 0 to 10 not a percentage), 7.4, 0.1,
2018,Overall life satisfaction,Mean rating,Migrant status,Born in NZ,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Migrant status,Long-term migrant,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.1,
2018,Overall life satisfaction,Mean rating,Migrant status,Recent migrant,Means(average score from a scale 0 to 10 not a percentage), 8.0, 0.2,
2018,Overall life satisfaction,Mean rating,Ethnicity,European,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Ethnicity,Māori,Means(average score from a scale 0 to 10 not a percentage), 7.6, 0.1,
2018,Overall life satisfaction,Mean rating,Ethnicity,Pacific peoples,Means(average score from a scale 0 to 10 not a percentage), 7.5, 0.2,
2018,Overall life satisfaction,Mean rating,Ethnicity,Asian,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.2,
2018,Overall life satisfaction,Mean rating,Region,Northland,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.3,
2018,Overall life satisfaction,Mean rating,Region,Auckland,Means(average score from a scale 0 to 10 not a percentage), 7.6, 0.1,
2018,Overall life satisfaction,Mean rating,Region,Waikato,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.2,
2018,Overall life satisfaction,Mean rating,Region,Bay of Plenty,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.2,
2018,Overall life satisfaction,Mean rating,Region,Gisborne/Hawke's Bay,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.2,
2018,Overall life satisfaction,Mean rating,Region,Taranaki,Means(average score from a scale 0 to 10 not a percentage), 7.9, 0.2,
2018,Overall life satisfaction,Mean rating,Region,Manawatū-Whanganui,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.2,
2018,Overall life satisfaction,Mean rating,Region,Wellington,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Region,Nelson/Tasman/Marlborough/West Coast,Means(average score from a scale 0 to 10 not a percentage), 7.9, 0.2,
2018,Overall life satisfaction,Mean rating,Region,Canterbury,Means(average score from a scale 0 to 10 not a percentage), 7.7, 0.1,
2018,Overall life satisfaction,Mean rating,Region,Otago,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.2,
2018,Overall life satisfaction,Mean rating,Region,Southland,Means(average score from a scale 0 to 10 not a percentage), 7.8, 0.4,
2014,Life worthwhile,0 to 6,Total population,Total population,Proportions,12.9, 0.9,
2014,Life worthwhile,0 to 6,Life stage (years),15-24 years,Proportions,16.7, 2.7,
2014,Life worthwhile,0 to 6,Life stage (years),25-44 years,Proportions,13.5, 1.7,
2014,Life worthwhile,0 to 6,Life stage (years),45-64 years,Proportions,11.7, 1.4,
2014,Life worthwhile,0 to 6,Life stage (years),65 years and over,Proportions,10.2, 1.6,
2014,Life worthwhile,0 to 6,Age group (years),15-24 years,Proportions,16.7, 2.7,
2014,Life worthwhile,0 to 6,Age group (years),25-34 years,Proportions,15.0, 2.5,
2014,Life worthwhile,0 to 6,Age group (years),35-44 years,Proportions,12.0, 2.1,
2014,Life worthwhile,0 to 6,Age group (years),45-54 years,Proportions,11.8, 1.8,
2014,Life worthwhile,0 to 6,Age group (years),55-64 years,Proportions,11.6, 2.3,
2014,Life worthwhile,0 to 6,Age group (years),65-74 years,Proportions, 7.8, 1.6,
2014,Life worthwhile,0 to 6,Age group (years),75 years and over,Proportions,13.8, 3.3,
2014,Life worthwhile,0 to 6,Sex,Male,Proportions,12.9, 1.3,
2014,Life worthwhile,0 to 6,Sex,Female,Proportions,12.9, 1.3,
2014,Life worthwhile,0 to 6,Labour force status,Employed,Proportions,11.0, 0.9,
2014,Life worthwhile,0 to 6,Labour force status,Unemployed,Proportions,26.9, 5.8,
2014,Life worthwhile,0 to 6,Labour force status,Not in the labour force,Proportions,15.3, 1.6,
2014,Life worthwhile,0 to 6,Highest qualification,No qualification,Proportions,18.2, 2.4,
2014,Life worthwhile,0 to 6,Highest qualification,Level 1-4 certificate,Proportions,12.8, 1.3,
2014,Life worthwhile,0 to 6,Highest qualification,Level 5-6 diploma,Proportions,11.9, 2.5,
2014,Life worthwhile,0 to 6,Highest qualification,Level 7 and above,Proportions,10.1, 1.5,
2014,Life worthwhile,0 to 6,Household income,"$30,000 or less",Proportions,20.7, 2.2,
2014,Life worthwhile,0 to 6,Household income,"$30,001-$70,000",Proportions,14.5, 1.6,
2014,Life worthwhile,0 to 6,Household income,"$70,001-$100,000",Proportions,12.1, 2.1,
2014,Life worthwhile,0 to 6,Household income,"$100,001-$150,000",Proportions, 9.8, 1.7,
2014,Life worthwhile,0 to 6,Household income,"$150,001 or more",Proportions, 8.9, 2.1,
2014,Life worthwhile,0 to 6,Personal income,"$30,000 or less",Proportions,16.9, 1.5,
2014,Life worthwhile,0 to 6,Personal income,"$30,001-$70,000",Proportions,10.8, 1.4,
2014,Life worthwhile,0 to 6,Personal income,"$70,001 or more",Proportions, 5.5, 1.4,
2014,Life worthwhile,0 to 6,Housing tenure,Owner-occupied,Proportions,10.0, 1.0,
2014,Life worthwhile,0 to 6,Housing tenure,Not owner-occupied,Proportions,18.6, 1.8,
2014,Life worthwhile,0 to 6,Family type,Couple without child(ren),Proportions, 9.8, 1.3,
2014,Life worthwhile,0 to 6,Family type,Couple with child(ren),Proportions,10.8, 1.5,
2014,Life worthwhile,0 to 6,Family type,One parent with child(ren),Proportions,19.6, 3.3,
2014,Life worthwhile,0 to 6,Family type,Not in a family nucleus,Proportions,18.3, 2.2,
2014,Life worthwhile,0 to 6,Migrant status,Born in NZ,Proportions,12.4, 1.0,
2014,Life worthwhile,0 to 6,Migrant status,Long-term migrant,Proportions,14.7, 2.1,
2014,Life worthwhile,0 to 6,Migrant status,Recent migrant,Proportions,11.4, 4.6,*
2014,Life worthwhile,0 to 6,Ethnicity,European,Proportions,11.2, 0.9,
2014,Life worthwhile,0 to 6,Ethnicity,Māori,Proportions,16.4, 2.4,
2014,Life worthwhile,0 to 6,Ethnicity,Pacific peoples,Proportions,18.3, 4.6,
2014,Life worthwhile,0 to 6,Ethnicity,Asian,Proportions,17.3, 3.5,
2014,Life worthwhile,0 to 6,Region,Northland,Proportions,15.2, 4.0,
2014,Life worthwhile,0 to 6,Region,Auckland,Proportions,14.1, 2.0,
2014,Life worthwhile,0 to 6,Region,Waikato,Proportions,10.6, 2.4,
2014,Life worthwhile,0 to 6,Region,Bay of Plenty,Proportions,11.3, 2.8,
2014,Life worthwhile,0 to 6,Region,Gisborne/Hawke's Bay,Proportions,12.7, 3.3,
2014,Life worthwhile,0 to 6,Region,Taranaki,Proportions,14.1, 5.6,*
2014,Life worthwhile,0 to 6,Region,Manawatū-Whanganui,Proportions,13.3, 3.2,
2014,Life worthwhile,0 to 6,Region,Wellington,Proportions,12.3, 2.1,
2014,Life worthwhile,0 to 6,Region,Nelson/Tasman/Marlborough/West Coast,Proportions,11.7, 2.6,
2014,Life worthwhile,0 to 6,Region,Canterbury,Proportions,12.1, 2.1,
2014,Life worthwhile,0 to 6,Region,Otago,Proportions,15.2, 4.2,
2014,Life worthwhile,0 to 6,Region,Southland,Proportions, 8.3, 3.3,*
2016,Life worthwhile,0 to 6,Total population,Total population,Proportions,12.6, 0.8,
2016,Life worthwhile,0 to 6,Life stage (years),15-24 years,Proportions,17.9, 2.9,
2016,Life worthwhile,0 to 6,Life stage (years),25-44 years,Proportions,11.6, 1.4,
2016,Life worthwhile,0 to 6,Life stage (years),45-64 years,Proportions,12.4, 1.3,
2016,Life worthwhile,0 to 6,Life stage (years),65 years and over,Proportions, 9.8, 1.4,
2016,Life worthwhile,0 to 6,Age group (years),15-24 years,Proportions,17.9, 2.9,
2016,Life worthwhile,0 to 6,Age group (years),25-34 years,Proportions,11.6, 1.9,
2016,Life worthwhile,0 to 6,Age group (years),35-44 years,Proportions,11.6, 2.1,
2016,Life worthwhile,0 to 6,Age group (years),45-54 years,Proportions,11.4, 1.9,
2016,Life worthwhile,0 to 6,Age group (years),55-64 years,Proportions,13.5, 2.1,
2016,Life worthwhile,0 to 6,Age group (years),65-74 years,Proportions,10.5, 2.1,
2016,Life worthwhile,0 to 6,Age group (years),75 years and over,Proportions, 8.9, 2.0,
2016,Life worthwhile,0 to 6,Sex,Male,Proportions,14.1, 1.5,
2016,Life worthwhile,0 to 6,Sex,Female,Proportions,11.2, 1.1,
2016,Life worthwhile,0 to 6,Labour force status,Employed,Proportions,10.9, 1.1,
2016,Life worthwhile,0 to 6,Labour force status,Unemployed,Proportions,21.1, 6.6,*
2016,Life worthwhile,0 to 6,Labour force status,Not in the labour force,Proportions,15.5, 1.9,
2016,Life worthwhile,0 to 6,Highest qualification,No qualification,Proportions,19.7, 2.7,
2016,Life worthwhile,0 to 6,Highest qualification,Level 1-4 certificate,Proportions,13.0, 1.3,
2016,Life worthwhile,0 to 6,Highest qualification,Level 5-6 diploma,Proportions, 8.8, 2.3,
2016,Life worthwhile,0 to 6,Highest qualification,Level 7 and above,Proportions, 8.9, 1.3,
2016,Life worthwhile,0 to 6,Household income,"$30,000 or less",Proportions,20.3, 2.3,
2016,Life worthwhile,0 to 6,Household income,"$30,001-$70,000",Proportions,15.0, 1.6,
2016,Life worthwhile,0 to 6,Household income,"$70,001-$100,000",Proportions,13.4, 1.9,
2016,Life worthwhile,0 to 6,Household income,"$100,001-$150,000",Proportions,10.1, 2.0,
2016,Life worthwhile,0 to 6,Household income,"$150,001 or more",Proportions, 7.3, 1.8,
2016,Life worthwhile,0 to 6,Personal income,"$30,000 or less",Proportions,16.5, 1.4,
2016,Life worthwhile,0 to 6,Personal income,"$30,001-$70,000",Proportions,11.1, 1.4,
2016,Life worthwhile,0 to 6,Personal income,"$70,001 or more",Proportions, 5.6, 1.3,
2016,Life worthwhile,0 to 6,Housing tenure,Owner-occupied,Proportions,10.1, 0.9,
2016,Life worthwhile,0 to 6,Housing tenure,Not owner-occupied,Proportions,17.6, 2.1,
2016,Life worthwhile,0 to 6,Family type,Couple without child(ren),Proportions,10.5, 1.3,
2016,Life worthwhile,0 to 6,Family type,Couple with child(ren),Proportions,10.8, 1.3,
2016,Life worthwhile,0 to 6,Family type,One parent with child(ren),Proportions,17.1, 2.9,
